Image_Name,M1_Class,M1_Prob,M2_Class,M2_Prob,M3_Class,M3_Prob,M4_Class,M4_Prob,M5_Class,M5_Prob,Ensemble_Class,Ensemble_Prob
test_00039.png,1,0.7310,4,0.4462,4,0.6992,4,0.5119,4,0.6363,4,0.5879
test_00040.png,4,0.4311,3,0.5034,4,0.4511,1,0.5790,3,0.6067,3,0.3770
test_00041.png,4,0.7701,1,0.3197,4,0.5797,4,0.5454,4,0.6431,4,0.5990
test_00042.png,3,0.5478,0,0.6535,0,0.6996,0,0.9596,0,0.9018,0,0.8038
test_00043.png,4,0.7847,4,0.5702,2,0.5262,4,0.4399,4,0.5708,4,0.5578
test_00044.png,4,0.4643,2,0.3896,2,0.4756,2,0.7280,2,0.4936,2,0.4313
test_00045.png,3,0.8033,3,0.6483,3,0.5128,3,0.6685,0,0.5951,3,0.6413
test_00046.png,3,0.6018,4,0.4199,4,0.3232,3,0.5078,3,0.8933,3,0.6243
test_00047.png,0,0.9926,0,0.9566,0,0.8670,0,0.9759,0,0.9849,0,0.9746
test_00048.png,3,0.8923,3,0.9351,3,0.6530,3,0.9085,3,0.8269,3,0.8732
test_00049.png,4,0.7129,0,0.3444,0,0.2738,4,0.3012,0,0.8621,0,0.2930
test_00050.png,0,0.9955,0,0.7296,0,0.8716,0,0.9185,0,0.9805,0,0.9546
test_00051.png,4,0.7408,2,0.3542,4,0.4197,2,0.3715,2,0.4066,2,0.3145
test_00052.png,3,0.7296,3,0.3826,3,0.4217,3,0.6121,3,0.5760,3,0.5885
test_00053.png,0,0.9862,0,0.9345,0,0.8269,0,0.8028,0,0.9514,0,0.9346
test_00054.png,0,0.8264,0,0.4446,0,0.6287,0,0.8965,0,0.9646,0,0.8270
test_00055.png,4,0.8296,2,0.6432,4,0.3974,2,0.5640,2,0.4871,2,0.4568
test_00056.png,4,0.8148,4,0.4895,4,0.4622,4,0.5179,2,0.4413,4,0.5556
test_00057.png,0,0.9885,0,0.8425,0,0.7892,0,0.8774,0,0.9481,0,0.9309
test_00058.png,4,0.4485,4,0.4365,2,0.5423,4,0.5178,4,0.4732,4,0.4386
test_00059.png,0,0.8967,0,0.7362,0,0.6621,0,0.6424,0,0.8929,0,0.8098
test_00060.png,0,0.9881,0,0.8527,3,0.4619,0,0.8953,0,0.9439,0,0.9032
test_00061.png,1,0.4873,1,0.2754,1,0.3532,1,0.4124,3,0.7922,3,0.3842
test_00062.png,4,0.7675,4,0.7491,4,0.6507,4,0.6395,4,0.7385,4,0.7340
test_00063.png,0,0.9524,0,0.4271,0,0.8582,0,0.9117,0,0.8837,0,0.8617
test_00064.png,0,0.9980,0,0.8409,0,0.9079,0,0.9611,0,0.9879,0,0.9775
test_00065.png,0,0.9400,0,0.9378,0,0.8909,0,0.9426,0,0.9053,0,0.9474
test_00066.png,3,0.4674,3,0.6303,1,0.3787,3,0.5531,3,0.7345,3,0.6190
test_00067.png,0,0.7108,0,0.7984,0,0.6395,0,0.9204,0,0.8181,0,0.8065
test_00068.png,4,0.9116,4,0.5268,4,0.4510,4,0.3068,4,0.5346,4,0.6249
test_00069.png,1,0.9223,1,0.6549,4,0.5787,1,0.5125,1,0.7199,1,0.6753
test_00070.png,0,0.9882,0,0.7921,0,0.9241,0,0.9753,0,0.9893,0,0.9681
test_00071.png,1,0.5154,1,0.3748,1,0.5500,1,0.7592,1,0.5023,1,0.5750
test_00072.png,0,0.9971,0,0.7735,0,0.9051,0,0.9539,0,0.9904,0,0.9712
test_00073.png,4,0.6776,4,0.4338,2,0.4442,2,0.8176,2,0.6146,2,0.5613
test_00074.png,1,0.8997,1,0.5671,2,0.5404,1,0.5113,2,0.6394,1,0.5685
test_00075.png,0,0.6487,0,0.4251,0,0.4286,0,0.5908,0,0.5056,0,0.6178
test_00076.png,0,0.9861,0,0.9194,0,0.7256,0,0.9674,0,0.9783,0,0.9558
test_00077.png,4,0.8337,2,0.3728,2,0.4679,4,0.4513,4,0.6715,4,0.5510
test_00078.png,0,0.9094,0,0.9564,0,0.8655,0,0.9835,0,0.9309,0,0.9480
test_00079.png,0,0.9960,0,0.8898,0,0.8414,0,0.9770,0,0.9900,0,0.9739
test_00080.png,0,0.9342,0,0.5171,0,0.7543,0,0.7758,0,0.9366,0,0.8365
test_00081.png,4,0.6204,2,0.4976,4,0.4763,2,0.6946,2,0.3993,4,0.3904
test_00082.png,4,0.7512,4,0.3829,4,0.3992,4,0.8655,3,0.3984,4,0.6135
test_00083.png,4,0.7492,2,0.3635,4,0.3848,1,0.4648,4,0.7324,4,0.5386
test_00084.png,0,0.6208,2,0.3050,2,0.2994,2,0.4579,0,0.5082,0,0.3884
test_00085.png,1,0.9458,2,0.3797,1,0.4182,1,0.8726,1,0.5088,1,0.6653
test_00086.png,1,0.8997,2,0.6944,4,0.6325,2,0.7671,4,0.6226,2,0.4143
test_00087.png,3,0.9763,3,0.9281,3,0.6643,3,0.7665,3,0.9355,3,0.9082
test_00088.png,0,0.5888,0,0.7479,0,0.5793,0,0.7927,3,0.5075,0,0.6628
test_00089.png,3,0.5739,3,0.4235,0,0.4346,1,0.6116,0,0.6375,3,0.4898
test_00090.png,4,0.9557,2,0.7360,4,0.8106,4,0.6128,4,0.8354,4,0.7488
test_00091.png,0,0.4980,3,0.5248,0,0.5434,0,0.7509,0,0.5585,0,0.5602
test_00092.png,2,0.7919,2,0.4438,2,0.7641,2,0.4029,0,0.5110,2,0.6157
test_00093.png,0,0.9713,0,0.7584,0,0.7010,0,0.8695,0,0.9695,0,0.9044
test_00094.png,4,0.9503,4,0.5751,4,0.5974,4,0.8191,4,0.6807,4,0.8027
test_00095.png,0,0.9650,0,0.8179,0,0.8897,0,0.9172,0,0.9494,0,0.9277
test_00096.png,0,0.9974,0,0.9318,0,0.7728,0,0.9804,0,0.9897,0,0.9777
test_00097.png,0,0.9266,0,0.9522,0,0.5534,0,0.9101,0,0.9191,0,0.9084
test_00098.png,2,0.5707,2,0.4774,2,0.5259,2,0.8484,2,0.7810,2,0.6648
test_00099.png,2,0.6674,2,0.6135,2,0.4518,2,0.7243,2,0.5253,2,0.6238
test_00100.png,4,0.8593,2,0.5966,2,0.5812,2,0.5359,4,0.4639,4,0.4282
test_00101.png,2,0.7294,0,0.4798,2,0.3540,2,0.4491,0,0.6696,2,0.3817
test_00102.png,2,0.7625,4,0.4352,2,0.6089,2,0.7182,2,0.5332,2,0.6392
test_00103.png,2,0.8601,2,0.5410,2,0.8115,2,0.8449,2,0.5155,2,0.7601
test_00104.png,2,0.5081,0,0.4428,2,0.4893,2,0.7272,2,0.4791,2,0.5648
test_00105.png,0,0.9808,0,0.3960,0,0.8426,0,0.9105,0,0.8898,0,0.8789
test_00106.png,4,0.6224,4,0.5163,4,0.3665,2,0.7347,3,0.2812,2,0.3932
test_00107.png,1,0.7042,2,0.4652,2,0.5778,2,0.8160,2,0.4098,2,0.4363
test_00108.png,0,0.9982,0,0.9187,0,0.9660,0,0.9761,0,0.9845,0,0.9844
test_00109.png,4,0.5088,2,0.3014,2,0.6267,4,0.4279,2,0.4624,4,0.4545
test_00110.png,0,0.9701,0,0.9406,0,0.8775,0,0.9536,0,0.9854,0,0.9611
test_00111.png,4,0.6488,2,0.3789,2,0.4560,2,0.4943,2,0.5150,2,0.4145
test_00112.png,0,0.9851,0,0.9631,0,0.8230,0,0.9850,0,0.9673,0,0.9689
test_00113.png,2,0.5480,2,0.4380,4,0.4458,2,0.8843,3,0.4150,2,0.5958
test_00114.png,0,0.9951,0,0.7862,0,0.9596,0,0.9485,0,0.9583,0,0.9619
test_00115.png,0,0.9968,0,0.6322,0,0.8997,0,0.9699,0,0.9886,0,0.9666
test_00116.png,3,0.8797,3,0.6988,3,0.6704,3,0.8073,3,0.9085,3,0.8398
test_00117.png,3,0.5399,0,0.7005,3,0.4476,0,0.5019,3,0.5021,0,0.4440
test_00118.png,2,0.6482,2,0.5903,2,0.6316,2,0.7762,2,0.3935,2,0.6283
test_00119.png,0,0.8702,0,0.9140,0,0.7030,0,0.9052,0,0.9754,0,0.9132
test_00120.png,0,0.9639,0,0.4551,0,0.9210,0,0.6990,0,0.8622,0,0.8719
test_00121.png,4,0.3238,0,0.4116,2,0.4896,0,0.5972,0,0.6691,0,0.4215
test_00122.png,0,0.9573,0,0.8262,0,0.3616,0,0.6593,0,0.7233,0,0.7700
test_00123.png,0,0.9976,0,0.8116,0,0.9327,0,0.9837,0,0.9764,0,0.9755
test_00124.png,4,0.7617,2,0.6950,4,0.7636,4,0.4764,4,0.7177,4,0.6261
test_00125.png,0,0.9882,0,0.8359,0,0.7241,0,0.8654,0,0.9404,0,0.9188
test_00126.png,3,0.3555,3,0.8194,3,0.6602,3,0.5126,3,0.7536,3,0.6640
test_00127.png,0,0.7163,0,0.6229,0,0.7100,0,0.9346,0,0.8490,0,0.8008
test_00128.png,1,0.8362,2,0.4110,2,0.3593,1,0.4841,2,0.5613,2,0.3680
test_00129.png,3,0.9254,3,0.6353,3,0.4879,3,0.6534,3,0.7884,3,0.7461
test_00130.png,0,0.9859,0,0.6254,0,0.7997,0,0.9143,0,0.9531,0,0.9152
test_00131.png,4,0.8565,2,0.5152,2,0.7007,2,0.6314,2,0.8769,2,0.5849
test_00132.png,4,0.5180,2,0.4046,2,0.3370,2,0.7574,2,0.3580,2,0.4786
test_00133.png,4,0.5164,4,0.4067,4,0.5841,4,0.7972,4,0.4458,4,0.6237
test_00134.png,4,0.8275,4,0.4784,4,0.4922,2,0.4952,4,0.6580,4,0.6117
test_00135.png,2,0.5807,2,0.5360,4,0.5028,2,0.8653,2,0.4707,2,0.6139
test_00136.png,0,0.9978,0,0.7304,0,0.8654,0,0.9475,0,0.9748,0,0.9583
test_00137.png,1,0.9880,2,0.3340,1,0.7380,1,0.8746,2,0.4963,1,0.7610
test_00138.png,0,0.3292,4,0.4941,4,0.4159,4,0.5335,0,0.4883,4,0.3502
test_00139.png,4,0.5070,4,0.4390,2,0.4811,4,0.4905,3,0.3726,4,0.3825
test_00140.png,1,0.9512,4,0.6144,4,0.3989,4,0.5957,4,0.4184,4,0.4589
test_00141.png,0,0.7309,0,0.5990,0,0.5721,0,0.9131,3,0.4377,0,0.6561
test_00142.png,1,0.9807,3,0.3143,1,0.4009,1,0.3469,4,0.3618,1,0.5218
test_00143.png,4,0.8005,4,0.4093,4,0.3559,2,0.3266,3,0.4097,4,0.4450
test_00144.png,1,0.9439,2,0.4440,1,0.4950,2,0.4924,3,0.6073,1,0.3546
test_00145.png,3,0.6607,3,0.5142,3,0.4221,3,0.3864,3,0.4915,3,0.5181
test_00146.png,0,0.8242,0,0.6288,3,0.4204,0,0.5866,0,0.8443,0,0.6667
test_00147.png,4,0.6157,2,0.3116,2,0.4786,4,0.5581,4,0.6966,4,0.5301
test_00148.png,0,0.5209,3,0.6518,0,0.4732,3,0.5693,3,0.5770,3,0.5308
test_00149.png,4,0.9260,4,0.5940,4,0.7508,2,0.9093,4,0.6709,4,0.6364
test_00150.png,0,0.9956,0,0.8895,0,0.9497,0,0.9725,0,0.9959,0,0.9820
test_00151.png,0,0.5824,0,0.8823,0,0.4688,0,0.8045,0,0.8817,0,0.7750
test_00152.png,2,0.9338,2,0.5171,2,0.5362,2,0.5263,0,0.5058,2,0.6340
test_00153.png,0,0.8552,0,0.8365,0,0.5251,0,0.8072,0,0.8548,0,0.8168
test_00154.png,4,0.8341,1,0.4325,1,0.5226,4,0.6268,1,0.7110,4,0.4869
test_00155.png,0,0.9983,0,0.9580,0,0.8529,0,0.9638,0,0.9827,0,0.9788
test_00156.png,0,0.9961,0,0.9866,0,0.9565,0,0.9850,0,0.9938,0,0.9899
test_00157.png,4,0.5885,2,0.6730,4,0.4829,2,0.7248,2,0.5774,2,0.5753
test_00158.png,0,0.8781,0,0.4491,0,0.4282,3,0.5373,0,0.5179,0,0.5560
test_00159.png,2,0.8833,2,0.3894,3,0.4648,2,0.4430,0,0.6587,2,0.3837
test_00160.png,3,0.8140,3,0.5162,3,0.6260,3,0.5737,3,0.7411,3,0.6975
test_00161.png,3,0.9464,3,0.8384,3,0.7707,3,0.6781,3,0.9461,3,0.8868
test_00162.png,4,0.5341,1,0.4972,1,0.3258,2,0.6209,2,0.3581,1,0.3200
test_00163.png,0,0.9923,0,0.7744,0,0.9433,0,0.9532,0,0.9705,0,0.9577
test_00164.png,1,0.4652,0,0.5726,1,0.4961,2,0.3535,1,0.3461,1,0.3513
test_00165.png,3,0.5740,3,0.6294,0,0.6129,0,0.9212,0,0.5872,0,0.6220
test_00166.png,0,0.9933,0,0.7709,0,0.6645,0,0.9593,0,0.9911,0,0.9561
test_00167.png,0,0.9463,3,0.5072,0,0.7378,0,0.9654,0,0.9583,0,0.8852
test_00168.png,0,0.9167,0,0.8125,0,0.5542,0,0.7953,0,0.6546,0,0.7921
test_00169.png,0,0.7466,0,0.5719,0,0.8687,0,0.8834,0,0.8958,0,0.8281
test_00170.png,1,0.5003,4,0.3443,4,0.5268,4,0.6119,4,0.8145,4,0.6003
test_00171.png,1,0.9678,1,0.4753,1,0.5654,1,0.6031,3,0.6429,1,0.6229
test_00172.png,3,0.8385,0,0.7778,3,0.5873,0,0.5059,3,0.5521,3,0.4860
test_00173.png,0,0.9921,0,0.9203,0,0.6274,0,0.9489,0,0.9733,0,0.9503
test_00174.png,1,0.9921,1,0.7252,1,0.6089,1,0.8032,1,0.5587,1,0.8470
test_00175.png,4,0.6970,1,0.4246,4,0.4691,4,0.6406,1,0.6684,4,0.4628
test_00176.png,2,0.2888,2,0.4845,3,0.3860,0,0.5144,3,0.5581,3,0.3205
test_00177.png,0,0.9742,0,0.8033,0,0.6756,0,0.9482,0,0.9612,0,0.9220
test_00178.png,2,0.5800,2,0.5317,2,0.6309,2,0.8577,2,0.5916,2,0.6796
test_00179.png,4,0.9598,4,0.8545,4,0.8973,4,0.9365,4,0.8896,4,0.9227
test_00180.png,0,0.9961,0,0.9747,0,0.9269,0,0.9875,0,0.9913,0,0.9877
test_00181.png,1,0.9615,2,0.3721,2,0.3289,3,0.5495,3,0.5915,1,0.3976
test_00182.png,0,0.9679,0,0.9306,3,0.4727,0,0.8950,0,0.9521,0,0.9063
test_00183.png,4,0.4841,4,0.4079,4,0.6698,4,0.7606,4,0.3998,4,0.6205
test_00184.png,0,0.9979,0,0.9795,0,0.9453,0,0.9930,0,0.9914,0,0.9898
test_00185.png,0,0.9972,0,0.9118,0,0.9354,0,0.9839,0,0.9770,0,0.9800
test_00186.png,4,0.5821,0,0.5058,2,0.5896,4,0.4205,0,0.8069,0,0.4741
test_00187.png,1,0.9725,1,0.8074,1,0.7047,1,0.9586,3,0.6633,1,0.8527
test_00188.png,0,0.9601,0,0.7378,0,0.5853,0,0.9076,0,0.7196,0,0.8355
test_00189.png,0,0.9953,0,0.7087,0,0.9424,0,0.9536,0,0.9624,0,0.9590
test_00190.png,0,0.5417,0,0.7677,0,0.6526,0,0.9609,0,0.8349,0,0.8033
test_00191.png,3,0.6857,0,0.4058,3,0.3752,0,0.4556,3,0.4538,3,0.3907
test_00192.png,0,0.9892,0,0.6919,0,0.8965,0,0.9515,0,0.9236,0,0.9385
test_00193.png,0,0.8986,2,0.4178,0,0.5006,0,0.6565,0,0.8546,0,0.7096
test_00194.png,1,0.7013,0,0.3603,0,0.7013,0,0.3832,0,0.5347,0,0.5127
test_00195.png,0,0.9589,0,0.9263,0,0.7617,0,0.9681,0,0.9589,0,0.9462
test_00196.png,0,0.8734,0,0.8672,0,0.6318,0,0.8264,0,0.9738,0,0.8829
test_00197.png,0,0.9990,0,0.8682,0,0.9875,0,0.9888,0,0.9986,0,0.9925
test_00198.png,0,0.9978,0,0.6967,0,0.9053,0,0.9852,0,0.9763,0,0.9714
test_00199.png,0,0.9470,0,0.7379,0,0.7703,0,0.9592,0,0.9417,0,0.9075
test_00200.png,4,0.5923,4,0.4387,4,0.5595,4,0.5775,3,0.6601,4,0.5061
test_00201.png,4,0.8985,4,0.6748,4,0.5395,4,0.6293,4,0.8382,4,0.7537
test_00202.png,3,0.3743,2,0.2535,2,0.7818,4,0.4588,2,0.5836,2,0.3729
test_00203.png,3,0.7100,2,0.3690,0,0.4262,2,0.7152,0,0.4383,2,0.3969
test_00204.png,3,0.6683,0,0.3885,3,0.6096,0,0.4806,3,0.8089,3,0.6017
test_00205.png,0,0.9770,0,0.9187,0,0.9319,0,0.9455,0,0.9946,0,0.9721
test_00206.png,0,0.9536,0,0.9463,0,0.8556,0,0.8760,0,0.6934,0,0.9039
test_00207.png,0,0.8202,4,0.3775,0,0.4136,0,0.5543,0,0.4887,0,0.5184
test_00208.png,0,0.9912,0,0.9558,0,0.9174,0,0.9750,0,0.9821,0,0.9762
test_00209.png,1,0.5273,4,0.5182,4,0.6098,4,0.6182,4,0.9074,4,0.7055
test_00210.png,3,0.5834,2,0.7159,3,0.3642,2,0.4289,3,0.4229,2,0.3457
test_00211.png,3,0.7369,3,0.5339,3,0.6641,3,0.5085,3,0.7177,3,0.6505
test_00212.png,3,0.4774,3,0.4034,3,0.6407,3,0.8010,3,0.6946,3,0.6416
test_00213.png,2,0.5727,4,0.6512,2,0.6072,2,0.8656,4,0.4511,2,0.5711
test_00214.png,4,0.7121,2,0.4658,2,0.3626,2,0.4614,2,0.4781,2,0.3964
test_00215.png,0,0.5615,2,0.4794,0,0.3637,0,0.5586,0,0.5397,0,0.4735
test_00216.png,1,0.3453,0,0.4565,0,0.4217,4,0.4989,0,0.7726,0,0.4228
test_00217.png,3,0.6708,3,0.9267,3,0.6508,3,0.5084,3,0.8975,3,0.8059
test_00218.png,0,0.9490,0,0.8173,0,0.7249,0,0.9457,0,0.9947,0,0.9447
test_00219.png,0,0.9975,0,0.5715,0,0.9607,0,0.9856,0,0.9934,0,0.9790
test_00220.png,3,0.9935,3,0.8454,3,0.6533,3,0.9527,3,0.9358,3,0.9385
test_00221.png,0,0.5869,1,0.3440,0,0.6182,0,0.4366,0,0.8631,0,0.5891
test_00222.png,0,0.9818,0,0.5610,0,0.7714,0,0.8934,0,0.8575,0,0.8732
test_00223.png,0,0.9342,0,0.5228,0,0.6619,0,0.7981,0,0.7629,0,0.7790
test_00224.png,3,0.3992,4,0.4934,3,0.3167,3,0.4192,3,0.7326,3,0.4458
test_00225.png,0,0.9908,0,0.8487,0,0.6759,0,0.9702,0,0.9956,0,0.9664
test_00226.png,0,0.8512,0,0.5582,0,0.8110,0,0.7885,0,0.9594,0,0.8542
test_00227.png,0,0.9940,0,0.9337,0,0.9219,0,0.9353,0,0.9885,0,0.9734
test_00228.png,0,0.9989,0,0.8929,0,0.8785,0,0.9769,0,0.9941,0,0.9833
test_00229.png,0,0.9729,0,0.7714,0,0.8879,0,0.9641,0,0.9727,0,0.9479
test_00230.png,0,0.8183,0,0.5264,0,0.5252,0,0.7407,0,0.9601,0,0.8120
test_00231.png,3,0.9288,3,0.6347,3,0.5963,3,0.7290,3,0.7282,3,0.7622
test_00232.png,2,0.5758,2,0.5664,2,0.4406,2,0.6623,2,0.4632,2,0.5682
test_00233.png,0,0.9324,0,0.7094,0,0.6696,0,0.9001,0,0.9672,0,0.8838
test_00234.png,0,0.9570,0,0.8592,0,0.9412,0,0.9793,0,0.9906,0,0.9702
test_00235.png,3,0.6370,3,0.4610,0,0.3466,3,0.4781,3,0.7157,3,0.5768
test_00236.png,2,0.6819,2,0.5212,4,0.3341,2,0.4230,2,0.4552,2,0.4835
test_00237.png,4,0.9662,4,0.6131,4,0.5916,4,0.7053,4,0.6611,4,0.7801
test_00238.png,3,0.7113,3,0.3307,2,0.3730,2,0.3789,3,0.6580,3,0.4675
test_00239.png,0,0.9297,0,0.5705,0,0.6618,0,0.9710,0,0.8791,0,0.8646
test_00240.png,0,0.9562,0,0.5108,0,0.4557,0,0.5978,0,0.7309,0,0.7264
test_00241.png,3,0.6756,3,0.5029,3,0.3644,3,0.3417,3,0.6408,3,0.5211
test_00242.png,2,0.5243,0,0.4176,2,0.4201,2,0.5392,3,0.3604,2,0.3993
test_00243.png,0,0.9844,0,0.7722,0,0.8186,0,0.9517,0,0.9642,0,0.9400
test_00244.png,0,0.9806,0,0.8101,0,0.8536,0,0.9733,0,0.9441,0,0.9453
test_00245.png,3,0.8885,3,0.4911,3,0.5444,3,0.5781,3,0.8781,3,0.7348
test_00246.png,2,0.8421,4,0.4470,2,0.5196,2,0.8589,2,0.5326,2,0.6689
test_00247.png,0,0.5259,0,0.5148,0,0.5193,0,0.6658,0,0.5119,0,0.5699
test_00248.png,3,0.9815,3,0.5484,3,0.8547,3,0.9091,3,0.9703,3,0.9240
test_00249.png,2,0.6246,2,0.5422,2,0.4071,2,0.7077,0,0.4556,2,0.5493
test_00250.png,2,0.8385,4,0.3316,4,0.3575,2,0.8570,2,0.7136,2,0.6778
test_00251.png,0,0.9468,0,0.9237,0,0.6895,0,0.8646,0,0.9918,0,0.9385
test_00252.png,3,0.9275,3,0.7270,3,0.7015,3,0.7042,3,0.9215,3,0.8365
test_00253.png,0,0.6662,0,0.5065,0,0.6799,4,0.5889,0,0.6303,0,0.5725
test_00254.png,1,0.7528,3,0.4236,1,0.3751,1,0.6588,4,0.4133,1,0.4018
test_00255.png,3,0.6380,0,0.5644,3,0.5325,3,0.5371,0,0.6557,3,0.4856
test_00256.png,1,0.9976,1,0.7231,1,0.9227,1,0.9876,1,0.8246,1,0.9605
test_00257.png,3,0.3989,2,0.6214,2,0.4155,2,0.6641,3,0.6331,2,0.4420
test_00258.png,4,0.7840,2,0.4459,4,0.5994,2,0.7422,4,0.7492,4,0.5676
test_00259.png,1,0.5447,4,0.2873,3,0.3320,2,0.4281,2,0.3751,1,0.2676
test_00260.png,3,0.8224,3,0.4672,3,0.3410,3,0.5458,3,0.4948,3,0.5753
test_00261.png,4,0.7653,2,0.3828,2,0.4937,2,0.5139,3,0.5205,2,0.4058
test_00262.png,0,0.9953,0,0.9843,0,0.9571,0,0.9913,0,0.9941,0,0.9901
test_00263.png,3,0.5378,0,0.8752,0,0.4006,0,0.7953,0,0.7961,0,0.7204
test_00264.png,0,0.9548,0,0.6909,0,0.9229,0,0.9616,0,0.9416,0,0.9251
test_00265.png,0,0.9885,0,0.9752,0,0.7228,0,0.9690,0,0.9766,0,0.9682
test_00266.png,0,0.9954,0,0.8436,0,0.8541,0,0.9792,0,0.9902,0,0.9746
test_00267.png,1,0.9416,2,0.3862,1,0.6139,1,0.3926,2,0.5338,1,0.5832
test_00268.png,0,0.9393,0,0.4338,0,0.4153,0,0.6992,0,0.6182,0,0.6783
test_00269.png,0,0.6931,0,0.8372,0,0.5650,0,0.9538,0,0.9760,0,0.8825
test_00270.png,0,0.9727,0,0.6537,0,0.8119,0,0.8844,0,0.8959,0,0.8847
test_00271.png,3,0.8884,3,0.8939,3,0.6692,3,0.6281,3,0.9013,3,0.8312
test_00272.png,0,0.9048,3,0.4708,0,0.4786,0,0.6985,0,0.6676,0,0.6490
test_00273.png,4,0.5878,2,0.6986,4,0.6520,2,0.9244,2,0.8681,2,0.7178
test_00274.png,3,0.7688,3,0.5472,0,0.3704,0,0.4120,0,0.5597,3,0.5162
test_00275.png,3,0.9402,3,0.6953,3,0.6072,3,0.8093,3,0.8616,3,0.8285
test_00276.png,0,0.4983,0,0.4667,0,0.2761,2,0.7420,0,0.3739,0,0.3117
test_00277.png,0,0.6966,0,0.5742,0,0.4389,0,0.6632,0,0.9664,0,0.7412
test_00278.png,4,0.4092,4,0.4237,4,0.4166,4,0.8266,4,0.6191,4,0.5923
test_00279.png,0,0.9978,0,0.8947,0,0.9593,0,0.9780,0,0.9889,0,0.9827
test_00280.png,0,0.9941,0,0.8779,0,0.8291,0,0.9958,0,0.9915,0,0.9798
test_00281.png,0,0.9569,0,0.9078,0,0.6253,0,0.7533,0,0.9617,0,0.8936
test_00282.png,4,0.7798,2,0.3873,4,0.3166,4,0.7150,4,0.4133,4,0.5234
