Image_Name,M1_Class,M1_Prob,M2_Class,M2_Prob,M3_Class,M3_Prob,M4_Class,M4_Prob,M5_Class,M5_Prob,Ensemble_Class,Ensemble_Prob
test_00109.png,4,0.7987,4,0.7987,4,0.6290,2,0.6543,2,0.6988,4,0.5876
test_00110.png,0,0.9779,0,0.9779,0,0.9597,0,0.9397,0,0.8599,0,0.9613
test_00111.png,2,0.5707,2,0.5707,4,0.8186,2,0.8136,2,0.6819,2,0.5589
test_00112.png,0,0.9567,0,0.9567,0,0.9573,0,0.9070,0,0.9480,0,0.9533
test_00113.png,2,0.9920,2,0.9920,2,0.9795,2,0.9700,2,0.9648,2,0.9850
test_00114.png,0,0.9486,0,0.9486,0,0.9462,0,0.9878,0,0.9892,0,0.9753
test_00115.png,0,0.8045,0,0.8045,0,0.9264,0,0.9025,0,0.9763,0,0.9131
test_00116.png,3,0.8277,3,0.8277,3,0.9022,3,0.7687,3,0.9632,3,0.8862
test_00117.png,3,0.4713,3,0.4713,4,0.4587,3,0.6310,3,0.8358,3,0.5847
test_00118.png,2,0.8721,2,0.8721,2,0.9552,2,0.9267,2,0.7273,2,0.9026
test_00119.png,0,0.8033,0,0.8033,0,0.7421,0,0.8611,0,0.7953,0,0.8299
test_00120.png,0,0.8359,0,0.8359,0,0.8958,0,0.8766,0,0.9342,0,0.8871
test_00121.png,0,0.7032,0,0.7032,4,0.7844,4,0.5512,4,0.6479,4,0.4820
test_00122.png,0,0.4824,0,0.4824,4,0.8698,4,0.7820,4,0.3919,4,0.4761
test_00123.png,0,0.9690,0,0.9690,0,0.9380,0,0.9758,0,0.9894,0,0.9769
test_00124.png,4,0.9617,4,0.9617,4,0.9862,4,0.9759,4,0.9676,4,0.9756
test_00125.png,0,0.8922,0,0.8922,0,0.9405,0,0.9690,0,0.9642,0,0.9419
test_00126.png,3,0.8751,3,0.8751,3,0.6668,3,0.9151,3,0.7273,3,0.8402
test_00127.png,3,0.9110,3,0.9110,3,0.6799,3,0.7347,3,0.8208,3,0.8339
test_00128.png,4,0.5699,4,0.5699,2,0.5663,4,0.5126,2,0.6618,4,0.4662
test_00129.png,4,0.4040,4,0.4040,4,0.8481,4,0.7695,3,0.8782,4,0.5427
test_00130.png,0,0.8924,0,0.8924,0,0.9413,0,0.9043,0,0.9388,0,0.9228
test_00131.png,2,0.9732,2,0.9732,2,0.9911,2,0.9591,2,0.9657,2,0.9782
test_00132.png,2,0.4627,2,0.4627,4,0.9414,4,0.6160,2,0.4806,4,0.6450
test_00133.png,4,0.8540,4,0.8540,4,0.9101,4,0.9062,4,0.9896,4,0.9350
test_00134.png,4,0.5325,4,0.5325,4,0.9317,4,0.8252,4,0.8056,4,0.7665
test_00135.png,4,0.5781,4,0.5781,4,0.8623,2,0.5114,4,0.8584,4,0.7047
test_00136.png,0,0.9342,0,0.9342,0,0.9364,0,0.9173,0,0.9810,0,0.9492
test_00137.png,4,0.3994,4,0.3994,1,0.8042,1,0.9814,1,0.9889,1,0.8379
test_00138.png,0,0.4587,0,0.4587,4,0.8746,4,0.6122,4,0.8319,4,0.7099
test_00139.png,0,0.2897,0,0.2897,4,0.4133,2,0.5723,3,0.6134,2,0.2880
test_00140.png,4,0.3450,4,0.3450,2,0.4966,4,0.7174,4,0.9180,4,0.6781
test_00141.png,3,0.6911,3,0.6911,0,0.8954,0,0.7789,0,0.5536,0,0.7181
test_00142.png,1,0.5522,1,0.5522,1,0.5435,1,0.8456,1,0.9139,1,0.7427
test_00143.png,2,0.4834,2,0.4834,4,0.7966,2,0.5432,4,0.5614,4,0.4518
test_00144.png,2,0.7789,2,0.7789,1,0.7589,1,0.5966,1,0.7301,2,0.5956
test_00145.png,2,0.6845,2,0.6845,2,0.6603,2,0.5911,3,0.6161,2,0.5728
test_00146.png,0,0.5520,0,0.5520,0,0.5826,0,0.3346,3,0.7410,0,0.4135
test_00147.png,4,0.8403,4,0.8403,4,0.9673,4,0.5430,4,0.7130,4,0.8621
test_00148.png,3,0.9283,3,0.9283,3,0.8995,3,0.8852,3,0.9835,3,0.9417
test_00149.png,4,0.9323,4,0.9323,4,0.9741,4,0.9482,4,0.9890,4,0.9686
test_00150.png,0,0.9463,0,0.9463,0,0.9517,0,0.9819,0,0.9890,0,0.9722
test_00151.png,0,0.8428,0,0.8428,0,0.5917,0,0.5539,0,0.5816,0,0.7211
test_00152.png,2,0.8639,2,0.8639,2,0.9294,2,0.6133,2,0.5324,2,0.8046
test_00153.png,0,0.7199,0,0.7199,0,0.5628,0,0.9657,0,0.7435,0,0.8176
test_00154.png,4,0.8246,4,0.8246,4,0.9505,1,0.5622,4,0.8420,4,0.8333
test_00155.png,0,0.9723,0,0.9723,0,0.9579,0,0.9686,0,0.9247,0,0.9642
test_00156.png,0,0.9843,0,0.9843,0,0.9702,0,0.9776,0,0.9642,0,0.9805
test_00157.png,2,0.9644,2,0.9644,2,0.9921,2,0.9852,2,0.9694,2,0.9824
test_00158.png,3,0.7216,3,0.7216,0,0.6465,0,0.5386,3,0.5613,3,0.5437
test_00159.png,2,0.5673,2,0.5673,2,0.8097,2,0.6368,2,0.5652,2,0.6647
test_00160.png,2,0.4818,2,0.4818,2,0.8040,2,0.6446,3,0.6287,2,0.5639
test_00161.png,3,0.9992,3,0.9992,3,0.9250,3,0.9531,3,0.9875,3,0.9928
test_00162.png,3,0.5406,3,0.5406,1,0.9828,1,0.9859,1,0.9904,1,0.9145
test_00163.png,0,0.9678,0,0.9678,0,0.9834,0,0.9700,0,0.9646,0,0.9751
test_00164.png,0,0.8114,0,0.8114,0,0.6759,0,0.5284,0,0.9131,0,0.7980
test_00165.png,3,0.6251,3,0.6251,3,0.5647,3,0.6636,3,0.6864,3,0.6353
test_00166.png,0,0.9637,0,0.9637,0,0.8557,0,0.9565,0,0.9626,0,0.9524
test_00167.png,3,0.9094,3,0.9094,3,0.8170,3,0.4998,3,0.8336,3,0.8260
test_00168.png,0,0.9840,0,0.9840,0,0.9412,0,0.9704,0,0.9785,0,0.9780
test_00169.png,0,0.8283,0,0.8283,0,0.6060,0,0.8937,0,0.9228,0,0.8436
test_00170.png,4,0.9305,4,0.9305,4,0.9654,4,0.9694,4,0.9609,4,0.9618
test_00171.png,1,0.8364,1,0.8364,1,0.9679,1,0.9432,1,0.9471,1,0.9306
test_00172.png,0,0.4847,0,0.4847,0,0.5921,3,0.5726,3,0.8071,3,0.5384
test_00173.png,0,0.9490,0,0.9490,0,0.8775,0,0.9817,0,0.9571,0,0.9549
test_00174.png,1,0.8962,1,0.8962,1,0.9937,1,0.9763,1,0.9368,1,0.9653
test_00175.png,4,0.7696,4,0.7696,1,0.8480,1,0.9771,1,0.9289,1,0.7910
test_00176.png,2,0.8583,2,0.8583,2,0.9359,2,0.9587,2,0.8136,2,0.9017
test_00177.png,0,0.9782,0,0.9782,0,0.9313,0,0.9685,0,0.9652,0,0.9704
test_00178.png,2,0.9353,2,0.9353,2,0.9938,2,0.9624,2,0.9605,2,0.9673
test_00179.png,4,0.9305,4,0.9305,4,0.9750,4,0.9641,4,0.9669,4,0.9590
test_00180.png,0,0.9741,0,0.9741,0,0.9088,0,0.7805,0,0.8524,0,0.9370
test_00181.png,3,0.3875,3,0.3875,1,0.5648,1,0.6014,3,0.4130,1,0.4635
test_00182.png,0,0.6080,0,0.6080,0,0.4566,0,0.5978,0,0.4630,0,0.5756
test_00183.png,4,0.7942,4,0.7942,4,0.9455,4,0.8921,4,0.9672,4,0.9126
test_00184.png,0,0.9821,0,0.9821,0,0.9598,0,0.9784,0,0.9756,0,0.9794
test_00185.png,0,0.9312,0,0.9312,0,0.8964,0,0.9677,0,0.9758,0,0.9519
test_00186.png,0,0.3598,0,0.3598,4,0.9091,4,0.5935,4,0.5731,4,0.5676
test_00187.png,1,0.8898,1,0.8898,1,0.9629,1,0.9270,1,0.9639,1,0.9382
test_00188.png,0,0.8508,0,0.8508,0,0.9285,0,0.9011,0,0.9691,0,0.9334
test_00189.png,0,0.9508,0,0.9508,0,0.9357,0,0.9720,0,0.9813,0,0.9634
test_00190.png,0,0.6623,0,0.6623,0,0.9519,0,0.9820,0,0.9660,0,0.9186
test_00191.png,0,0.4438,0,0.4438,3,0.4098,0,0.5279,3,0.8653,3,0.4407
test_00192.png,0,0.9632,0,0.9632,0,0.9250,0,0.9487,0,0.9551,0,0.9573
test_00193.png,2,0.6890,2,0.6890,0,0.8565,0,0.5707,0,0.8635,0,0.5960
test_00194.png,0,0.6308,0,0.6308,1,0.4882,1,0.6312,1,0.5483,0,0.4996
test_00195.png,0,0.9170,0,0.9170,0,0.9578,0,0.9856,0,0.9932,0,0.9740
test_00196.png,0,0.8214,0,0.8214,0,0.6939,0,0.8518,0,0.9628,0,0.8778
test_00197.png,0,0.9507,0,0.9507,0,0.9628,0,0.9576,0,0.9770,0,0.9629
test_00198.png,0,0.8439,0,0.8439,0,0.9273,0,0.8781,0,0.9649,0,0.9070
test_00199.png,0,0.9681,0,0.9681,0,0.9491,0,0.9951,0,0.9950,0,0.9856
test_00200.png,4,0.8419,4,0.8419,4,0.9485,4,0.7656,4,0.9390,4,0.9113
test_00201.png,4,0.9244,4,0.9244,4,0.9811,4,0.9053,4,0.9534,4,0.9484
test_00202.png,2,0.6676,2,0.6676,2,0.4443,2,0.6729,3,0.6537,2,0.5716
test_00203.png,2,0.8729,2,0.8729,2,0.9689,2,0.9297,2,0.8630,2,0.9209
test_00204.png,3,0.6236,3,0.6236,3,0.4051,3,0.4110,3,0.6326,3,0.5946
test_00205.png,0,0.8946,0,0.8946,0,0.8091,0,0.9062,0,0.8888,0,0.8984
test_00206.png,0,0.8155,0,0.8155,0,0.9314,0,0.9097,0,0.8069,0,0.8805
test_00207.png,2,0.8014,2,0.8014,2,0.6644,2,0.7679,2,0.7406,2,0.7742
test_00208.png,0,0.9461,0,0.9461,0,0.7596,0,0.9667,0,0.9068,0,0.9314
test_00209.png,4,0.8018,4,0.8018,4,0.9588,4,0.9758,4,0.9534,4,0.9326
test_00210.png,3,0.5666,3,0.5666,2,0.6691,2,0.5655,2,0.8005,2,0.6211
test_00211.png,3,0.9575,3,0.9575,3,0.9601,3,0.9804,3,0.9854,3,0.9727
test_00212.png,4,0.5326,4,0.5326,4,0.8219,4,0.8099,4,0.7548,4,0.7164
test_00213.png,2,0.9702,2,0.9702,2,0.9843,2,0.9437,2,0.9772,2,0.9756
test_00214.png,2,0.4879,2,0.4879,4,0.8517,2,0.4824,2,0.5911,2,0.4612
test_00215.png,2,0.7965,2,0.7965,2,0.7553,2,0.5105,3,0.3397,2,0.6642
test_00216.png,0,0.7225,0,0.7225,2,0.3664,1,0.3058,4,0.6441,0,0.4177
test_00217.png,3,0.9955,3,0.9955,3,0.9683,3,0.9967,3,0.9970,3,0.9953
test_00218.png,0,0.7832,0,0.7832,0,0.6378,0,0.8523,0,0.7804,0,0.7978
test_00219.png,0,0.8136,0,0.8136,0,0.9604,0,0.9516,0,0.9827,0,0.9367
test_00220.png,3,0.9274,3,0.9274,3,0.8499,3,0.8550,3,0.9382,3,0.9123
test_00221.png,4,0.5643,4,0.5643,1,0.8577,1,0.9229,1,0.6697,1,0.6221
test_00222.png,3,0.5274,3,0.5274,0,0.6123,0,0.8049,3,0.5570,0,0.4920
test_00223.png,2,0.4830,2,0.4830,2,0.8911,0,0.7142,0,0.8817,0,0.4897
test_00224.png,4,0.4608,4,0.4608,4,0.9087,4,0.6197,4,0.9043,4,0.7479
test_00225.png,0,0.9213,0,0.9213,0,0.8275,0,0.9417,0,0.9096,0,0.9170
test_00226.png,0,0.6767,0,0.6767,0,0.9707,0,0.9883,0,0.9926,0,0.9542
test_00227.png,0,0.9821,0,0.9821,0,0.9721,0,0.9561,0,0.9689,0,0.9780
test_00228.png,0,0.9719,0,0.9719,0,0.9402,0,0.9610,0,0.9389,0,0.9615
test_00229.png,0,0.5687,0,0.5687,0,0.8763,0,0.9129,0,0.9533,0,0.8337
test_00230.png,2,0.4797,2,0.4797,0,0.4762,0,0.6297,0,0.8169,0,0.5714
test_00231.png,3,0.9724,3,0.9724,3,0.6541,3,0.9751,3,0.9649,3,0.9549
test_00232.png,2,0.7123,2,0.7123,2,0.7535,4,0.7349,4,0.8623,2,0.5203
test_00233.png,0,0.9343,0,0.9343,0,0.7324,0,0.9242,0,0.9159,0,0.9116
test_00234.png,0,0.8308,0,0.8308,0,0.9150,0,0.9361,0,0.9436,0,0.9095
test_00235.png,3,0.4695,3,0.4695,1,0.7480,1,0.8017,1,0.7334,1,0.4278
test_00236.png,2,0.9430,2,0.9430,2,0.7881,2,0.8728,4,0.9588,2,0.7701
test_00237.png,4,0.8118,4,0.8118,4,0.9719,4,0.8678,4,0.9082,4,0.8986
test_00238.png,2,0.4714,2,0.4714,2,0.8460,3,0.7066,3,0.9675,3,0.6086
test_00239.png,0,0.8266,0,0.8266,0,0.9592,0,0.9096,0,0.9862,0,0.9359
test_00240.png,2,0.5042,2,0.5042,2,0.6598,2,0.6626,0,0.7455,2,0.4660
test_00241.png,3,0.4100,3,0.4100,3,0.4982,3,0.6733,3,0.8491,3,0.6075
test_00242.png,2,0.4881,2,0.4881,2,0.6669,2,0.9163,2,0.7815,2,0.7337
test_00243.png,0,0.8503,0,0.8503,0,0.9520,0,0.9672,0,0.9227,0,0.9332
test_00244.png,0,0.9606,0,0.9606,0,0.9445,0,0.9428,0,0.9719,0,0.9609
test_00245.png,3,0.8266,3,0.8266,3,0.6465,2,0.5603,3,0.9374,3,0.8063
test_00246.png,2,0.9385,2,0.9385,2,0.9888,2,0.9394,2,0.9401,2,0.9612
test_00247.png,2,0.6042,2,0.6042,2,0.5011,0,0.4901,0,0.7837,0,0.5357
test_00248.png,3,0.9626,3,0.9626,3,0.9101,3,0.9056,3,0.9724,3,0.9530
test_00249.png,2,0.8963,2,0.8963,2,0.9879,2,0.9258,2,0.9355,2,0.9508
test_00250.png,2,0.5969,2,0.5969,4,0.7740,2,0.4764,4,0.6478,4,0.4367
test_00251.png,0,0.9730,0,0.9730,0,0.9292,0,0.9245,0,0.9637,0,0.9653
test_00252.png,3,0.9052,3,0.9052,3,0.8091,3,0.8045,3,0.9729,3,0.9135
test_00253.png,0,0.8015,0,0.8015,0,0.8928,0,0.5663,0,0.9767,0,0.8934
test_00254.png,4,0.7837,4,0.7837,1,0.9134,1,0.8435,1,0.9565,1,0.6366
test_00255.png,0,0.6110,0,0.6110,3,0.7990,3,0.8072,3,0.7696,3,0.6824
test_00256.png,1,0.8434,1,0.8434,1,0.9749,1,0.9935,1,0.9847,1,0.9649
test_00257.png,2,0.6508,2,0.6508,2,0.9678,2,0.8629,2,0.4641,2,0.7931
test_00258.png,4,0.6541,4,0.6541,4,0.9455,4,0.6986,4,0.9359,4,0.8331
test_00259.png,4,0.4309,4,0.4309,1,0.9119,2,0.7495,4,0.7162,2,0.3796
test_00260.png,3,0.4383,3,0.4383,3,0.4713,3,0.8621,3,0.9597,3,0.7291
test_00261.png,4,0.4637,4,0.4637,4,0.9435,4,0.8262,4,0.9069,4,0.7961
test_00262.png,0,0.9846,0,0.9846,0,0.9606,0,0.9695,0,0.9539,0,0.9775
test_00263.png,0,0.9569,0,0.9569,0,0.9551,0,0.9466,0,0.9844,0,0.9701
test_00264.png,0,0.9282,0,0.9282,0,0.9448,0,0.9134,0,0.9458,0,0.9354
test_00265.png,0,0.9679,0,0.9679,0,0.9684,0,0.9471,0,0.9443,0,0.9652
test_00266.png,0,0.9189,0,0.9189,0,0.7916,0,0.8657,0,0.8711,0,0.8853
test_00267.png,4,0.4538,4,0.4538,4,0.6861,1,0.5270,1,0.7100,4,0.3291
test_00268.png,2,0.5351,2,0.5351,0,0.9817,0,0.5583,0,0.9613,0,0.7970
test_00269.png,0,0.6416,0,0.6416,0,0.5240,0,0.8201,0,0.8583,0,0.7525
test_00270.png,0,0.5605,0,0.5605,0,0.9489,0,0.7371,0,0.9749,0,0.8474
test_00271.png,3,0.9791,3,0.9791,3,0.9236,3,0.9264,3,0.9557,3,0.9630
test_00272.png,0,0.7002,0,0.7002,0,0.6586,0,0.6652,0,0.9473,0,0.8034
test_00273.png,2,0.9821,2,0.9821,2,0.9620,2,0.8713,2,0.9157,2,0.9614
test_00274.png,3,0.8770,3,0.8770,3,0.6416,3,0.8715,3,0.9295,3,0.8678
test_00275.png,3,0.9614,3,0.9614,3,0.9511,3,0.9852,3,0.9915,3,0.9773
test_00276.png,2,0.5629,2,0.5629,2,0.8471,2,0.7512,4,0.8291,2,0.6005
test_00277.png,0,0.5095,0,0.5095,4,0.6159,4,0.4155,3,0.5376,4,0.4021
test_00278.png,4,0.5740,4,0.5740,2,0.6480,2,0.7883,2,0.6902,2,0.5150
test_00279.png,0,0.9695,0,0.9695,0,0.9668,0,0.9842,0,0.9769,0,0.9769
test_00280.png,0,0.9676,0,0.9676,0,0.8740,0,0.9662,0,0.9738,0,0.9651
test_00281.png,0,0.9019,0,0.9019,0,0.7517,0,0.8245,0,0.9042,0,0.8735
test_00282.png,4,0.5691,4,0.5691,4,0.9372,4,0.9000,4,0.9909,4,0.8924
